date,AM_PM,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
11/4/19,AM,6,43,21336,M,M,235,59,69,68
11/4/19,AM,5,42.9,21353,-57.3,-89.3,M,M,M,M
11/4/19,AM,6,41,21640,M,M,240,54,69,69
11/4/19,AM,5,37.1,22264,-59.3,-90.3,M,M,M,M
11/4/19,AM,5,34.7,22682,-58.5,-89.5,M,M,M,M
11/4/19,AM,6,33.7,22860,M,M,240,76,68,74
11/4/19,AM,5,32.9,23020,-53.7,-86.7,M,M,M,M
11/4/19,AM,5,31.7,23258,-54.7,-87.7,M,M,M,M
11/4/19,AM,5,30.3,23548,-51.7,-84.7,M,M,M,M
11/4/19,AM,4,30,23620,-51.9,-84.9,240,68,68,77
11/4/19,AM,6,26.6,24384,M,M,250,66,68,79
11/4/19,AM,5,26.2,24493,-52.7,-85.7,M,M,M,M
11/4/19,AM,5,24.9,24823,-49.7,-83.7,M,M,M,M
11/4/19,AM,5,23.4,25226,-52.3,-85.3,M,M,M,M
11/4/19,AM,5,22,25624,-51.9,-84.9,M,M,M,M
11/4/19,AM,6,21.1,25908,M,M,235,55,67,85
11/4/19,AM,4,20,26240,-55.3,-87.3,235,60,67,86
11/4/19,AM,5,19,26565,-56.9,-88.9,M,M,M,M
11/4/19,AM,5,17.7,27013,-56.3,-88.3,M,M,M,M
11/4/19,AM,5,17.3,27159,-53.9,-86.9,M,M,M,M
11/4/19,AM,6,16.6,27432,M,M,255,79,67,90
11/4/19,AM,5,16.5,27463,-52.5,-85.5,M,M,M,M
11/4/19,AM,5,15.3,27947,-54.9,-86.9,M,M,M,M
11/4/19,AM,5,14.9,28116,-53.9,-86.9,M,M,M,M
11/4/19,AM,5,14.2,28422,-56.3,-88.3,M,M,M,M
11/4/19,AM,5,12.9,29029,-56.7,-88.7,M,M,M,M
11/4/19,AM,5,12.6,29178,-55.5,-87.5,M,M,M,M
11/4/19,AM,5,12.2,29385,-51.1,-85.1,M,M,M,M
11/4/19,AM,5,11.8,29602,-50.1,-84.1,M,M,M,M
11/4/19,AM,5,10.5,30357,-53.3,-86.3,M,M,M,M
11/4/19,AM,6,10.3,30480,M,M,260,109,68,106
11/4/19,AM,4,10,30680,-53.1,-86.1,255,107,68,107
11/4/19,AM,5,9.4,31078,-52.9,-85.9,M,M,M,M
11/4/19,AM,5,9,31356,-55.3,-87.3,M,M,M,M
11/4/19,AM,5,8.2,31950,-54.3,-87.3,M,M,M,M
11/4/19,AM,6,8.1,32004,M,M,255,130,69,116
11/4/19,AM,5,8,32109,-52.3,-85.3,M,M,M,M
11/4/19,PM,9,1015,94,0.6,-1.6,0,0,0,0
11/4/19,PM,5,1014,102,1.2,-1.1,M,M,M,M
11/4/19,PM,5,1007,157,1.2,-1.5,M,M,M,M
11/4/19,PM,4,1000,217,3.4,-1.6,170,10,264,0
11/4/19,PM,5,999,226,3.4,-1.6,M,M,M,M
11/4/19,PM,5,992,282,3.6,-2.4,M,M,M,M
11/4/19,PM,6,989.3,304,M,M,190,7,318,0
11/4/19,PM,6,952.6,609,M,M,265,10,27,0
11/4/19,PM,4,925,846,-0.9,-3.5,270,12,56,0
11/4/19,PM,5,922,872,-1.1,-3.6,M,M,M,M
11/4/19,PM,6,917.1,914,M,M,270,11,60,0
11/4/19,PM,6,882.3,1219,M,M,285,19,77,0
11/4/19,PM,5,871,1321,-4.3,-6.6,M,M,M,M
11/4/19,PM,5,861,1412,-3.5,-12.5,M,M,M,M
11/4/19,PM,4,850,1516,-3.9,-12.9,290,24,89,0
11/4/19,PM,6,849.1,1524,M,M,295,26,89,0
11/4/19,PM,5,834,1665,-3.9,-12.9,M,M,M,M
11/4/19,PM,6,816.8,1828,M,M,295,25,98,1
11/4/19,PM,5,797,2020,-6.1,-13.1,M,M,M,M
11/4/19,PM,5,786,2128,-6.7,-14.7,M,M,M,M
11/4/19,PM,6,785.5,2133,M,M,275,25,99,1
11/4/19,PM,5,781,2178,-6.5,-16.5,M,M,M,M
11/4/19,PM,5,756,2431,-6.9,-15.9,M,M,M,M
11/4/19,PM,6,755.3,2438,M,M,280,27,99,2
11/4/19,PM,5,727,2734,-9.5,-15.5,M,M,M,M
11/4/19,PM,6,726.1,2743,M,M,285,30,99,2
11/4/19,PM,5,711,2905,-10.7,-17.7,M,M,M,M
11/4/19,PM,4,700,3029,-11.7,-17.7,280,31,100,3
11/4/19,PM,5,673,3328,-14.1,-18,M,M,M,M
11/4/19,PM,5,653,3557,-11.7,-21.7,M,M,M,M
11/4/19,PM,6,644.5,3657,M,M,270,40,98,4
11/4/19,PM,5,638,3734,-12.5,-22.5,M,M,M,M
11/4/19,PM,5,629,3842,-13.3,-20.3,M,M,M,M
11/4/19,PM,5,625,3890,-13.1,-19.1,M,M,M,M
11/4/19,PM,5,618,3976,-13.3,-19.3,M,M,M,M
11/4/19,PM,6,594.5,4267,M,M,270,43,96,5
11/4/19,PM,5,578,4479,-16.9,-21,M,M,M,M
11/4/19,PM,5,548,4876,-18.9,-23.9,M,M,M,M
11/4/19,PM,6,548,4876,M,M,265,50,94,7
11/4/19,PM,5,508,5434,-23.1,-29.1,M,M,M,M
11/4/19,PM,4,500,5560,-24.1,-29.1,265,48,92,9
11/4/19,PM,6,464.2,6096,M,M,260,52,91,10
11/4/19,PM,5,463,6115,-28.1,-32.1,M,M,M,M
11/4/19,PM,5,428,6673,-32.3,-37.3,M,M,M,M
11/4/19,PM,5,414,6906,-34.5,-38.5,M,M,M,M
11/4/19,PM,4,400,7150,-35.9,-43.9,255,53,87,13
11/4/19,PM,5,398,7185,-36.3,-44.3,M,M,M,M
11/4/19,PM,6,390.5,7315,M,M,255,53,87,14
11/4/19,PM,5,382,7467,-38.7,-46.7,M,M,M,M
11/4/19,PM,6,373.5,7620,M,M,265,67,86,15
11/4/19,PM,5,357,7928,-41.3,-56.3,M,M,M,M
11/4/19,PM,6,341.4,8229,M,M,270,94,86,17
11/4/19,PM,5,340,8257,-43.3,-50.3,M,M,M,M
11/4/19,PM,5,314,8786,-47.7,-53.7,M,M,M,M
11/4/19,PM,5,304,8998,-49.5,-57.5,M,M,M,M
11/4/19,PM,4,300,9090,-49.7,-57.7,270,92,87,22
11/4/19,PM,6,297.5,9144,M,M,270,91,87,22
11/4/19,PM,5,292,9266,-50.3,-59.3,M,M,M,M
11/4/19,PM,4,250,10260,-55.9,-66.9,265,98,87,28
11/4/19,PM,6,246,10363,M,M,265,102,87,28
11/4/19,PM,5,229,10816,-56.7,-72.7,M,M,M,M
11/4/19,PM,5,222,11012,-56.3,-75.3,M,M,M,M
11/4/19,PM,5,217,11157,-55.1,-76.1,M,M,M,M
11/4/19,PM,6,212.9,11277,M,M,260,87,87,33
11/4/19,PM,5,205,11519,-55.7,-80.7,M,M,M,M
11/4/19,PM,4,200,11680,-55.1,-81.1,260,90,86,35
11/4/19,PM,6,193.6,11887,M,M,260,93,86,36
11/4/19,PM,5,181,12316,-54.7,-84.7,M,M,M,M
11/4/19,PM,6,176,12496,M,M,255,67,85,39
11/4/19,PM,5,174,12568,-53.7,-84.7,M,M,M,M
11/4/19,PM,5,151,13470,-56.9,-85.9,M,M,M,M
11/4/19,PM,4,150,13520,-56.9,-86.9,250,77,84,43
11/4/19,PM,5,140,13957,-55.5,-85.5,M,M,M,M
11/4/19,PM,5,136,14141,-56.3,-86.3,M,M,M,M
11/4/19,PM,5,132,14330,-55.9,-86.9,M,M,M,M
11/4/19,PM,5,122,14827,-58.1,-87.1,M,M,M,M
11/4/19,PM,6,114.2,15240,M,M,245,65,82,49
11/4/19,PM,5,111,15421,-57.5,-86.5,M,M,M,M
11/4/19,PM,5,107,15651,-58.9,-86.9,M,M,M,M
11/4/19,PM,4,100,16080,-59.3,-87.3,245,69,81,52
11/4/19,PM,5,89.1,16799,-60.5,-88.5,M,M,M,M
11/4/19,PM,5,83.5,17205,-57.3,-88.3,M,M,M,M
11/4/19,PM,5,70.8,18235,-61.3,-90.3,M,M,M,M
11/4/19,PM,6,70.2,18288,M,M,250,57,79,60
11/4/19,PM,4,70,18310,-60.7,-89.7,250,57,79,60
11/4/19,PM,5,67.3,18554,-60.3,-89.3,M,M,M,M
11/4/19,PM,5,59.7,19295,-62.5,-90.5,M,M,M,M
11/4/19,PM,5,57.9,19484,-61.7,-90.7,M,M,M,M
11/4/19,PM,5,56.9,19592,-58.1,-89.1,M,M,M,M
11/4/19,PM,5,52.7,20072,-59.1,-90.1,M,M,M,M
11/4/19,PM,6,52.3,20116,M,M,240,48,78,65
11/4/19,PM,4,50,20410,-56.9,-88.9,240,50,78,66
11/4/19,PM,5,49.9,20423,-56.9,-88.9,M,M,M,M
11/4/19,PM,6,47.6,20726,M,M,230,56,77,67
11/4/19,PM,5,45.3,21031,-58.5,-89.5,M,M,M,M
11/4/19,PM,6,43.2,21336,M,M,240,59,77,68
11/4/19,PM,5,42.5,21434,-55.7,-87.7,M,M,M,M
11/4/19,PM,6,41.1,21640,M,M,250,66,76,69
11/4/19,PM,5,40.5,21739,-57.9,-89.9,M,M,M,M
11/4/19,PM,5,38.7,22026,-57.7,-89.7,M,M,M,M
11/4/19,PM,5,37.7,22191,-55.5,-87.5,M,M,M,M
11/4/19,PM,6,37.4,22250,M,M,255,65,76,72
11/4/19,PM,5,35,22665,-53.7,-86.7,M,M,M,M
11/4/19,PM,5,32.7,23102,-52.5,-85.5,M,M,M,M
11/4/19,PM,6,32.4,23164,M,M,230,69,76,75
11/4/19,PM,4,30,23660,-52.7,-85.7,240,68,75,77
11/4/19,PM,5,29.1,23856,-53.1,-86.1,M,M,M,M
11/4/19,PM,6,26.8,24384,M,M,250,68,75,79
11/4/19,PM,5,26.5,24462,-49.9,-83.9,M,M,M,M
11/4/19,PM,5,24.5,24971,-52.5,-85.5,M,M,M,M
11/4/19,PM,6,22.2,25603,M,M,235,70,74,84
11/4/19,PM,5,21,25962,-53.5,-86.5,M,M,M,M
11/4/19,PM,4,20,26290,-50.9,-84.9,240,75,73,87
11/4/19,PM,5,19.4,26489,-47.9,-82.9,M,M,M,M
11/4/19,PM,6,19.3,26517,M,M,250,80,73,88
11/4/19,PM,6,16.8,27432,M,M,250,84,73,92
11/4/19,PM,5,15.9,27791,-50.3,-84.3,M,M,M,M
11/4/19,PM,5,14.7,28304,-48.5,-82.5,M,M,M,M
11/4/19,PM,5,12.9,29158,-49.9,-83.9,M,M,M,M
11/4/19,PM,6,12.7,29260,M,M,240,87,72,100
11/4/19,PM,5,11.2,30082,-48.7,-82.7,M,M,M,M
11/4/19,PM,6,11,30176,M,M,240,104,72,105
11/4/19,PM,5,10.8,30320,-50.1,-84.1,M,M,M,M
11/5/19,AM,9,1012,94,9.8,-3.2,165,7,0,0
11/5/19,AM,4,1000,196,9.2,-3.8,170,19,346,0
11/5/19,AM,6,986.9,304,M,M,170,28,348,0
11/5/19,AM,6,950.9,609,M,M,180,38,353,0
11/5/19,AM,4,925,836,4.2,-6.8,180,36,355,1
11/5/19,AM,6,916.1,914,M,M,180,35,356,1
11/5/19,AM,6,882,1219,M,M,195,38,359,1
11/5/19,AM,4,850,1517,-1.3,-8.3,205,33,4,2
11/5/19,AM,6,849.2,1524,M,M,200,35,4,2
11/5/19,AM,5,846,1554,-1.5,-8.5,M,M,M,M
11/5/19,AM,6,817.3,1828,M,M,240,37,10,3
11/5/19,AM,5,812,1880,-1.3,-9.3,M,M,M,M
11/5/19,AM,5,789,2108,-2.3,-10.3,M,M,M,M
11/5/19,AM,6,786.5,2133,M,M,245,35,18,3
11/5/19,AM,5,781,2189,-1.7,-24.7,M,M,M,M
11/5/19,AM,6,756.7,2438,M,M,255,36,25,3
11/5/19,AM,5,753,2477,-4.1,-25.1,M,M,M,M
11/5/19,AM,5,751,2498,-4.3,-21.3,M,M,M,M
11/5/19,AM,5,748,2529,-4.5,-10.5,M,M,M,M
11/5/19,AM,5,747,2539,-4.5,-9.2,M,M,M,M
11/5/19,AM,6,727.8,2743,M,M,260,36,31,4
11/5/19,AM,5,709,2947,-7.1,-9.3,M,M,M,M
11/5/19,AM,4,700,3051,-7.3,-10.1,250,40,37,4
11/5/19,AM,5,689,3174,-7.9,-11.2,M,M,M,M
11/5/19,AM,5,651,3611,-10.9,-12,M,M,M,M
11/5/19,AM,6,647.1,3657,M,M,235,37,42,6
11/5/19,AM,5,637,3777,-12.1,-13.7,M,M,M,M
11/5/19,AM,5,633,3826,-12.5,-15.8,M,M,M,M
11/5/19,AM,5,624,3934,-12.7,-29.7,M,M,M,M
11/5/19,AM,5,617,4020,-12.9,-19.9,M,M,M,M
11/5/19,AM,5,603,4194,-13.5,-20.5,M,M,M,M
11/5/19,AM,6,597.2,4267,M,M,245,54,45,7
11/5/19,AM,5,592,4334,-13.7,-16.2,M,M,M,M
11/5/19,AM,5,582,4463,-14.7,-16.9,M,M,M,M
11/5/19,AM,6,573.6,4572,M,M,250,59,48,8
11/5/19,AM,5,570,4620,-15.7,-19.5,M,M,M,M
11/5/19,AM,6,550.8,4876,M,M,255,59,50,9
11/5/19,AM,5,550,4887,-17.9,-21.3,M,M,M,M
11/5/19,AM,5,545,4955,-18.3,-22.8,M,M,M,M
11/5/19,AM,5,538,5051,-18.1,-20.4,M,M,M,M
11/5/19,AM,5,531,5148,-19.1,-20.6,M,M,M,M
11/5/19,AM,5,523,5261,-18.7,-23.7,M,M,M,M
11/5/19,AM,4,500,5600,-20.5,-26.5,245,62,54,11
11/5/19,AM,5,483,5855,-21.7,-26.7,M,M,M,M
11/5/19,AM,6,467.3,6096,M,M,245,70,56,13
11/5/19,AM,5,451,6355,-25.5,-29.5,M,M,M,M
11/5/19,AM,5,430,6699,-27.3,-35.3,M,M,M,M
11/5/19,AM,4,400,7220,-31.1,-39.1,255,79,59,17
11/5/19,AM,5,397,7273,-31.5,-39.5,M,M,M,M
11/5/19,AM,6,377.5,7620,M,M,255,85,61,19
11/5/19,AM,5,326,8631,-42.7,-47.5,M,M,M,M
11/5/19,AM,6,302.1,9144,M,M,250,88,64,26
11/5/19,AM,4,300,9190,-47.7,-52.7,250,89,64,27
11/5/19,AM,5,280,9640,-51.5,-56.5,M,M,M,M
11/5/19,AM,4,250,10370,-56.9,-62.9,255,102,65,33
11/5/19,AM,6,227,10972,M,M,260,113,66,36
11/5/19,AM,5,212,11400,-61.7,-66.7,M,M,M,M
11/5/19,AM,5,209,11488,-59.5,-66.5,M,M,M,M
11/5/19,AM,4,200,11760,-60.7,-69.7,250,104,67,41
11/5/19,AM,5,192,12013,-61.1,-72.1,M,M,M,M
11/5/19,AM,5,181,12380,-59.1,-74.1,M,M,M,M
11/5/19,AM,6,177.7,12496,M,M,250,103,67,45
11/5/19,AM,5,174,12626,-59.7,-76.7,M,M,M,M
11/5/19,AM,5,163,13034,-58.5,-80.5,M,M,M,M
11/5/19,AM,6,161.1,13106,M,M,255,79,68,48
11/5/19,AM,5,160,13151,-57.5,-80.5,M,M,M,M
11/5/19,AM,5,154,13391,-59.1,-84.1,M,M,M,M
11/5/19,AM,4,150,13560,-59.3,-85.3,250,90,68,51
11/5/19,AM,5,147,13686,-59.7,-84.7,M,M,M,M
11/5/19,AM,6,146.3,13716,M,M,250,91,68,51
11/5/19,AM,5,140,13991,-58.1,-85.1,M,M,M,M
11/5/19,AM,6,132.7,14326,M,M,250,72,68,54
11/5/19,AM,5,124,14751,-59.1,-88.1,M,M,M,M
11/5/19,AM,5,118,15062,-57.9,-87.9,M,M,M,M
11/5/19,AM,5,115,15224,-58.7,-87.7,M,M,M,M
11/5/19,AM,6,114.7,15240,M,M,250,68,68,58
11/5/19,AM,5,109,15561,-57.1,-88.1,M,M,M,M
11/5/19,AM,5,104,15857,-58.1,-89.1,M,M,M,M
11/5/19,AM,5,101,16041,-57.3,-89.3,M,M,M,M
11/5/19,AM,4,100,16110,-57.7,-89.7,245,66,68,61
11/5/19,AM,5,83.7,17228,-58.3,-89.3,M,M,M,M
11/5/19,AM,5,71,18251,-62.1,-92.1,M,M,M,M
11/5/19,AM,6,70.6,18288,M,M,245,52,68,68
11/5/19,AM,4,70,18340,-61.3,-92.3,245,52,68,68
11/5/19,AM,5,63.5,18943,-61.1,-92.1,M,M,M,M
11/5/19,AM,5,59.9,19303,-62.7,-92.7,M,M,M,M
11/5/19,AM,6,55.2,19812,M,M,240,55,67,73
11/5/19,AM,6,52.5,20116,M,M,255,56,67,74
11/5/19,AM,5,50.7,20338,-58.3,-89.3,M,M,M,M
11/5/19,AM,4,50,20430,-58.7,-89.7,250,59,67,75
11/5/19,AM,5,48.1,20671,-60.7,-91.7,M,M,M,M
11/5/19,AM,5,43.9,21236,-61.7,-91.7,M,M,M,M
11/5/19,AM,5,43.2,21336,-59.7,-90.7,M,M,M,M
11/5/19,AM,6,43.2,21336,M,M,230,56,67,77
11/5/19,AM,5,39.6,21884,-54.9,-86.9,M,M,M,M
11/5/19,AM,6,39.2,21945,M,M,245,68,67,79
11/5/19,AM,5,37,22315,-56.7,-88.7,M,M,M,M
11/5/19,AM,5,34.1,22832,-56.1,-88.1,M,M,M,M
11/5/19,AM,6,34,22860,M,M,245,87,67,83
11/5/19,AM,5,33.3,22983,-53.5,-86.5,M,M,M,M
11/5/19,AM,5,31.4,23360,-52.9,-85.9,M,M,M,M
11/5/19,AM,4,30,23670,-49.7,-83.7,245,81,66,87
11/5/19,AM,5,29.5,23780,-48.9,-82.9,M,M,M,M
11/5/19,AM,6,26.9,24384,M,M,245,77,66,90
11/5/19,AM,5,26,24611,-46.9,-81.9,M,M,M,M
11/5/19,AM,5,24.6,24977,-46.9,-81.9,M,M,M,M
11/5/19,AM,5,22.3,25620,-50.7,-84.7,M,M,M,M
11/5/19,AM,5,21.5,25859,-47.9,-82.9,M,M,M,M
11/5/19,AM,6,21.3,25908,M,M,250,66,66,96
11/5/19,AM,4,20,26330,-50.9,-84.9,245,79,66,98
11/5/19,AM,5,19.2,26595,-51.5,-84.5,M,M,M,M
11/5/19,AM,5,17.3,27271,-50.7,-84.7,M,M,M,M
11/5/19,AM,6,16.9,27432,M,M,240,90,66,103
11/5/19,AM,5,16.3,27657,-52.1,-85.1,M,M,M,M
11/5/19,AM,5,15.9,27818,-50.1,-84.1,M,M,M,M
11/5/19,AM,5,14.7,28330,-49.5,-83.5,M,M,M,M
11/5/19,AM,5,13.8,28741,-51.3,-85.3,M,M,M,M
11/5/19,AM,5,13.2,29030,-50.1,-84.1,M,M,M,M
11/5/19,AM,5,12.4,29436,-51.1,-85.1,M,M,M,M
11/5/19,AM,5,12,29649,-50.1,-84.1,M,M,M,M
11/5/19,AM,5,11.6,29872,-44.9,-79.9,M,M,M,M
11/5/19,AM,5,11.4,29988,-44.3,-80.3,M,M,M,M
11/5/19,AM,6,10.6,30480,M,M,245,98,66,119
11/5/19,AM,4,10,30870,-46.5,-81.5,245,101,66,121
11/5/19,AM,5,9.2,31418,-49.5,-83.5,M,M,M,M
11/5/19,AM,6,8.8,31699,M,M,245,110,66,126
11/5/19,AM,5,8.6,31861,-47.1,-82.1,M,M,M,M
11/5/19,PM,9,1011,94,9.4,4.4,160,5,0,0
11/5/19,PM,5,1009,110,9.4,2.4,M,M,M,M
11/5/19,PM,4,1000,186,8.8,2.8,175,12,346,0
11/5/19,PM,6,985.8,304,M,M,185,26,356,0
11/5/19,PM,5,978,369,7.6,2.6,M,M,M,M
11/5/19,PM,6,949.8,609,M,M,195,20,5,0
11/5/19,PM,5,947,633,8.2,0.2,M,M,M,M
11/5/19,PM,4,925,830,6.8,-1.2,205,19,10,0
11/5/19,PM,6,915.5,914,M,M,215,21,12,0
11/5/19,PM,6,881.9,1219,M,M,235,20,21,1
11/5/19,PM,4,850,1519,2.4,-5.6,250,22,30,1
11/5/19,PM,6,849.5,1524,M,M,240,23,30,1
11/5/19,PM,6,817.7,1828,M,M,235,26,36,1
11/5/19,PM,6,787.1,2133,M,M,225,31,39,2
11/5/19,PM,5,777,2236,-2.1,-10.1,M,M,M,M
11/5/19,PM,6,757.3,2438,M,M,220,35,39,2
11/5/19,PM,5,743,2588,-5.3,-11.3,M,M,M,M
11/5/19,PM,6,728.5,2743,M,M,215,40,39,3
11/5/19,PM,5,723,2802,-4.5,-7.3,M,M,M,M
11/5/19,PM,5,712,2922,-4.9,-7.7,M,M,M,M
11/5/19,PM,6,701.1,3048,M,M,225,46,39,4
11/5/19,PM,4,700,3061,-5.7,-8,230,46,39,4
11/5/19,PM,5,667,3436,-8.1,-9.6,M,M,M,M
11/5/19,PM,6,648.1,3657,M,M,250,47,44,5
11/5/19,PM,6,598.6,4267,M,M,245,49,49,7
11/5/19,PM,5,596,4300,-12.7,-14.6,M,M,M,M
11/5/19,PM,6,552.1,4876,M,M,245,52,52,8
11/5/19,PM,5,549,4919,-17.1,-19.6,M,M,M,M
11/5/19,PM,5,511,5453,-18.9,-21.1,M,M,M,M
11/5/19,PM,6,508.9,5486,M,M,240,72,54,10
11/5/19,PM,4,500,5630,-20.3,-22.8,240,73,54,11
11/5/19,PM,6,469.2,6096,M,M,240,72,55,13
11/5/19,PM,5,468,6115,-24.1,-27.5,M,M,M,M
11/5/19,PM,6,431.2,6705,M,M,240,71,56,15
11/5/19,PM,5,427,6776,-29.5,-32.6,M,M,M,M
11/5/19,PM,5,404,7168,-31.1,-34.3,M,M,M,M
11/5/19,PM,4,400,7240,-31.5,-34.9,240,79,56,18
11/5/19,PM,6,378.9,7620,M,M,240,85,56,19
11/5/19,PM,5,376,7674,-34.9,-39.3,M,M,M,M
11/5/19,PM,5,318,8814,-45.3,-50.3,M,M,M,M
11/5/19,PM,6,302.5,9144,M,M,245,101,58,27
11/5/19,PM,4,300,9200,-47.7,-53.7,245,101,58,27
11/5/19,PM,5,294,9333,-48.7,-54.7,M,M,M,M
11/5/19,PM,5,269,9909,-53.7,-59.7,M,M,M,M
11/5/19,PM,6,250.7,10363,M,M,245,113,59,34
11/5/19,PM,4,250,10380,-56.3,-62.3,245,113,59,34
11/5/19,PM,5,248,10431,-56.5,-62.5,M,M,M,M
11/5/19,PM,5,221,11158,-58.1,-67.1,M,M,M,M
11/5/19,PM,5,210,11477,-60.1,-69.1,M,M,M,M
11/5/19,PM,5,205,11627,-59.7,-68.7,M,M,M,M
11/5/19,PM,4,200,11780,-60.5,-69.5,250,92,61,42
11/5/19,PM,5,195,11937,-59.9,-69.9,M,M,M,M
11/5/19,PM,5,172,12715,-61.9,-71.9,M,M,M,M
11/5/19,PM,5,168,12860,-61.3,-72.3,M,M,M,M
11/5/19,PM,5,165,12972,-59.5,-71.5,M,M,M,M
11/5/19,PM,5,162,13087,-59.1,-71.1,M,M,M,M
11/5/19,PM,5,158,13243,-60.1,-72.1,M,M,M,M
11/5/19,PM,5,151,13526,-59.5,-72.5,M,M,M,M
11/5/19,PM,4,150,13570,-59.9,-72.9,245,78,61,51
11/5/19,PM,5,139,14042,-61.9,-74.9,M,M,M,M
11/5/19,PM,5,129,14503,-61.1,-75.1,M,M,M,M
11/5/19,PM,5,127,14600,-60.1,-74.1,M,M,M,M
11/5/19,PM,5,116,15163,-60.3,-74.3,M,M,M,M
11/5/19,PM,6,114.6,15240,M,M,245,63,62,58
11/5/19,PM,5,111,15437,-59.3,-74.3,M,M,M,M
11/5/19,PM,5,104,15843,-60.5,-75.5,M,M,M,M
11/5/19,PM,4,100,16100,-60.3,-75.3,245,57,62,61
11/5/19,PM,5,85.4,17080,-60.5,-76.5,M,M,M,M
11/5/19,PM,5,81.1,17402,-58.9,-75.9,M,M,M,M
11/5/19,PM,5,74.9,17897,-60.9,-77.9,M,M,M,M
11/5/19,PM,6,70.4,18288,M,M,250,64,62,68
11/5/19,PM,4,70,18320,-60.7,-77.7,250,64,62,68
11/5/19,PM,5,64.5,18828,-60.7,-77.7,M,M,M,M
11/5/19,PM,5,61.6,19115,-58.3,-77.3,M,M,M,M
11/5/19,PM,6,60.8,19202,M,M,255,67,63,71
11/5/19,PM,5,52.2,20156,-57.5,-76.5,M,M,M,M
11/5/19,PM,4,50,20430,-59.3,-78.3,250,50,63,75
11/5/19,PM,5,48.5,20620,-59.9,-78.9,M,M,M,M
11/5/19,PM,6,47.7,20726,M,M,240,47,63,76
11/5/19,PM,6,43.3,21336,M,M,215,68,63,78
11/5/19,PM,5,42.3,21480,-55.9,-78.9,M,M,M,M
11/5/19,PM,5,36.1,22484,-56.7,-81.7,M,M,M,M
11/5/19,PM,6,35.7,22555,M,M,245,78,62,83
11/5/19,PM,5,35.6,22573,-54.7,-81.7,M,M,M,M
11/5/19,PM,5,32.6,23139,-51.3,-83.3,M,M,M,M
11/5/19,PM,4,30,23680,-53.1,-86.1,240,96,62,88
11/5/19,PM,6,29.6,23774,M,M,235,97,62,89
11/5/19,PM,5,28,24121,-55.9,-87.9,M,M,M,M
11/5/19,PM,6,26.9,24384,M,M,245,87,62,92
11/5/19,PM,6,25.7,24688,M,M,240,79,62,93
11/5/19,PM,5,24.2,25065,-47.3,-82.3,M,M,M,M
11/5/19,PM,5,21.1,25967,-48.5,-82.5,M,M,M,M
11/5/19,PM,5,20.1,26287,-46.7,-81.7,M,M,M,M
11/5/19,PM,4,20,26330,-46.9,-81.9,235,74,62,100
11/5/19,PM,6,19.4,26517,M,M,235,72,61,101
11/5/19,PM,5,17,27395,-50.5,-84.5,M,M,M,M
11/5/19,PM,6,16.9,27432,M,M,245,77,61,105
11/5/19,PM,5,15.1,28167,-49.9,-83.9,M,M,M,M
11/5/19,PM,5,14,28658,-51.5,-84.5,M,M,M,M
11/5/19,PM,6,13.4,28956,M,M,245,103,62,112
11/5/19,PM,5,13,29139,-49.9,-83.9,M,M,M,M
11/6/19,AM,9,1009,94,11.4,4.4,280,7,0,0
11/6/19,AM,4,1000,171,9.6,2.6,280,16,99,0
11/6/19,AM,5,992,237,8.2,2.2,M,M,M,M
11/6/19,AM,6,983.9,304,M,M,285,24,101,0
11/6/19,AM,6,948,609,M,M,300,22,108,0
11/6/19,AM,4,925,810,4,1.2,285,21,109,0
11/6/19,AM,6,913.1,914,M,M,285,21,108,0
11/6/19,AM,5,882,1193,1,-0.7,M,M,M,M
11/6/19,AM,6,879.1,1219,M,M,275,21,106,1
11/6/19,AM,5,862,1376,0,-1.6,M,M,M,M
11/6/19,AM,5,855,1441,0.6,-2.8,M,M,M,M
11/6/19,AM,4,850,1492,0.4,-3.2,255,19,102,1
11/6/19,AM,6,846.6,1524,M,M,255,18,101,1
11/6/19,AM,6,814.7,1828,M,M,250,24,96,1
11/6/19,AM,6,784,2133,M,M,245,27,91,2
11/6/19,AM,5,781,2163,-3.7,-6.2,M,M,M,M
11/6/19,AM,5,756,2419,-4.5,-9,M,M,M,M
11/6/19,AM,6,754.2,2438,M,M,250,31,87,2
11/6/19,AM,5,742,2565,-5.5,-9.8,M,M,M,M
11/6/19,AM,5,735,2639,-4.5,-13.5,M,M,M,M
11/6/19,AM,5,729,2703,-4.5,-15.5,M,M,M,M
11/6/19,AM,6,725.3,2743,M,M,255,36,84,3
11/6/19,AM,5,717,2833,-5.1,-15.1,M,M,M,M
11/6/19,AM,5,712,2888,-5.5,-14.5,M,M,M,M
11/6/19,AM,4,700,3028,-6.1,-19.1,255,40,83,3
11/6/19,AM,6,698.2,3048,M,M,260,40,83,3
11/6/19,AM,5,695,3084,-6.5,-20.5,M,M,M,M
11/6/19,AM,5,676,3299,-8.3,-24.3,M,M,M,M
11/6/19,AM,5,663,3449,-9.5,-23.5,M,M,M,M
11/6/19,AM,5,651,3589,-10.1,-19.1,M,M,M,M
11/6/19,AM,6,645.3,3657,M,M,250,46,80,5
11/6/19,AM,5,644,3672,-10.9,-21.9,M,M,M,M
11/6/19,AM,5,624,3913,-12.7,-20.7,M,M,M,M
